title,price,decription,category
Boy Meets Boy,£21.12,"This is the story of Paul, a sophomore at a high school like no other: The cheerleaders ride Harleys, the homecoming queen used to be a guy named Daryl (she now prefers Infinite Darlene and is also the star quarterback), and the gay-straight alliance was formed to help the straight kids learn how to dance.When Paul meets Noah, he thinks he’s found the one his heart is made This is the story of Paul, a sophomore at a high school like no other: The cheerleaders ride Harleys, the homecoming queen used to be a guy named Daryl (she now prefers Infinite Darlene and is also the star quarterback), and the gay-straight alliance was formed to help the straight kids learn how to dance.When Paul meets Noah, he thinks he’s found the one his heart is made for. Until he blows it. The school bookie says the odds are 12-to-1 against him getting Noah back, but Paul’s not giving up without playing his love really loud. His best friend Joni might be drifting away, his other best friend Tony might be dealing with ultra-religious parents, and his ex-boyfriend Kyle might not be going away anytime soon, but sometimes everything needs to fall apart before it can really fit together right.This is a happy-meaningful romantic comedy about finding love, losing love, and doing what it takes to get love back in a crazy-wonderful world. ...more",Young Adult
Brave Enough,£51.32,"From the best-selling author of Wild, a collection of quotes--drawn from the wide range of her writings--that capture her wisdom, courage, and outspoken humor, presented in a gift-sized package that's as irresistible to give as it is to receive. Around the world, thousands of people have found inspiration in the words of Cheryl Strayed, who in her three prior books and in From the best-selling author of Wild, a collection of quotes--drawn from the wide range of her writings--that capture her wisdom, courage, and outspoken humor, presented in a gift-sized package that's as irresistible to give as it is to receive. Around the world, thousands of people have found inspiration in the words of Cheryl Strayed, who in her three prior books and in her Dear Sugar columns has shared the twists and trials of her remarkable life. Her honesty, spirit, and ample supply of tough love have enabled many of us, even in the darkest hours, to somehow put one foot in front of the other--and be brave enough.This book gathers, each on a single page, more than 100 of Strayed's indelible quotes and thoughts--""mini instruction manuals for the soul"" that urge us toward the incredible capacity for love, compassion, forgiveness, and endurance that is within us all.Be brave enough to break your own heart.You can't ride to the fair unless you get on the pony.Keep walking.Acceptance is a small, quiet room.Romantic love is not a competitive sport.Forward is the direction of real life.Ask yourself: ""What is the best I can do?"" And then do that. ...more",Nonfiction
Breaking Dawn (Twilight #4),£35.28,"When you loved the one who was killing you, it left you no options. How could you run, how could you fight, when doing so would hurt that beloved one? If your life was all you had to give, how could you not give it? If it was someone you truly loved?--To be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for Bell When you loved the one who was killing you, it left you no options. How could you run, how could you fight, when doing so would hurt that beloved one? If your life was all you had to give, how could you not give it? If it was someone you truly loved?--To be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, she has endured a tumultuous year of temptation, loss, and strife to reach the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.Now that Bella has made her decision, a startling chain of unprecedented events is about to unfold with potentially devastating and unfathomable, consequences. Just when the frayed strands of Bella's life - first discovered in Twilight, then scattered and torn in New Moon and Eclipse - seem ready to heal and knit together, could they be destroyed... forever? ...more",Default
Career of Evil (Cormoran Strike #3),£24.72,"Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman’s severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks c Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman’s severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks could be responsible – and Strike knows that any one of them is capable of sustained and unspeakable brutality.With the police focusing on the one suspect Strike is increasingly sure is not the perpetrator, he and Robin take matters into their own hands, and delve into the dark and twisted worlds of the other three men. But as more horrendous acts occur, time is running out for the two of them…Career of Evil is the third in the series featuring private detective Cormoran Strike and his assistant Robin Ellacott. A mystery and also a story of a man and a woman at a crossroads in their personal and professional lives. ...more",Mystery
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,£37.35,"A comic and heartwarming memoir about childhood's second act from Real Simple journalist Catherine Newman. Much is written about a child's infancy and toddler years, which is good since children will never remember it themselves. It is ages 4-14 that make up the second act, as Catherine Newman puts it in this delightfully candid, outlandishly funny new memoir about the yea A comic and heartwarming memoir about childhood's second act from Real Simple journalist Catherine Newman. Much is written about a child's infancy and toddler years, which is good since children will never remember it themselves. It is ages 4-14 that make up the second act, as Catherine Newman puts it in this delightfully candid, outlandishly funny new memoir about the years that ""your children will remember as childhood."" Following Newman's son and daughter as they blossom from preschoolers into teenagers, CATASTROPHIC HAPPINESS is about the bittersweet joy of raising children--and the ever-evolving landscape of issues parents traverse. In a laugh out-loud, heart-wrenching, relatable voice, Newman narrates events as momentous as grief and as quietly moving as the moonlit face of a sleeping child. From tantrums and friendship to fear and even sex, Newman's fresh take will appeal to any parent riding this same roller coaster of laughter and heartbreak. ...more",Parenting
Cinder (The Lunar Chronicles #1),£26.09,"Humans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless lunar people watch, waiting to make their move. No one knows that Earth’s fate hinges on one girl.Cinder, a gifted mechanic, is a cyborg. She’s a second-class citizen with a mysterious past, reviled by her stepmother and blamed for her stepsister’s i Humans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless lunar people watch, waiting to make their move. No one knows that Earth’s fate hinges on one girl.Cinder, a gifted mechanic, is a cyborg. She’s a second-class citizen with a mysterious past, reviled by her stepmother and blamed for her stepsister’s illness. But when her life becomes intertwined with the handsome Prince Kai’s, she suddenly finds herself at the center of an intergalactic struggle, and a forbidden attraction. Caught between duty and freedom, loyalty and betrayal, she must uncover secrets about her past in order to protect her world’s future. ...more",Young Adult
Civilization and Its Discontents,£59.95,"It stands as a brilliant summary of the views on culture from a psychoanalytic perspective that he had been developing since the turn of the century. It is both witness and tribute to the late theory of mind—the so-called structural theory, with its stress on aggression, indeed the death drive, as the pitiless adversary of eros.Civilization and Its Discontents is one of th It stands as a brilliant summary of the views on culture from a psychoanalytic perspective that he had been developing since the turn of the century. It is both witness and tribute to the late theory of mind—the so-called structural theory, with its stress on aggression, indeed the death drive, as the pitiless adversary of eros.Civilization and Its Discontents is one of the last of Freud's books, written in the decade before his death and first published in German in 1929. In it he states his views on the broad question of man's place in the world, a place Freud defines in terms of ceaseless conflict between the individual's quest for freedom and society's demand for conformity.Freud's theme is that what works for civilization doesn't necessarily work for man. Man, by nature aggressive and egotistical, seeks self-satisfaction. But culture inhibits his instinctual drives. The result is a pervasive and familiar guilt.Of the various English translations of Freud's major works to appear in his lifetime, only one was authorized by Freud himself: The Standard Edition of the Complete Psychological Works of Sigmund Freud under the general editorship of James Strachey.Freud approved the overall editorial plan, specific renderings of key words and phrases, and the addition of valuable notes, from bibliographical and explanatory. Many of the translations were done by Strachey himself; the rest were prepared under his supervision. The result was to place the Standard Edition in a position of unquestioned supremacy over all other existing versions. ...more",Psychology
Counting Thyme,£10.62,"When eleven-year-old Thyme Owens’ little brother, Val, is accepted into a new cancer drug trial, it’s just the second chance that he needs. But it also means the Owens family has to move to New York, thousands of miles away from Thyme’s best friend and everything she knows and loves. The island of Manhattan doesn’t exactly inspire new beginnings, but Thyme tries to embrace When eleven-year-old Thyme Owens’ little brother, Val, is accepted into a new cancer drug trial, it’s just the second chance that he needs. But it also means the Owens family has to move to New York, thousands of miles away from Thyme’s best friend and everything she knows and loves. The island of Manhattan doesn’t exactly inspire new beginnings, but Thyme tries to embrace the change for what it is: temporary.After Val’s treatment shows real promise and Mr. Owens accepts a full-time position in the city, Thyme has to face the frightening possibility that the move to New York is permanent. Thyme loves her brother, and knows the trial could save his life—she’d give anything for him to be well—but she still wants to go home, although the guilt of not wanting to stay is agonizing. She finds herself even more mixed up when her heart feels the tug of new friends, a first crush, and even a crotchety neighbor and his sweet whistling bird. All Thyme can do is count the minutes, the hours, and days, and hope time can bring both a miracle for Val and a way back home. ...more",Childrens
Crazy Rich Asians (Crazy Rich Asians #1),£49.13,"Crazy Rich Asians is the outrageously funny debut novel about three super-rich, pedigreed Chinese families and the gossip, backbiting, and scheming that occurs when the heir to one of the most massive fortunes in Asia brings home his ABC (American-born Chinese) girlfriend to the wedding of the season.When Rachel Chu agrees to spend the summer in Singapore with her boyfrien Crazy Rich Asians is the outrageously funny debut novel about three super-rich, pedigreed Chinese families and the gossip, backbiting, and scheming that occurs when the heir to one of the most massive fortunes in Asia brings home his ABC (American-born Chinese) girlfriend to the wedding of the season.When Rachel Chu agrees to spend the summer in Singapore with her boyfriend, Nicholas Young, she envisions a humble family home, long drives to explore the island, and quality time with the man she might one day marry. What she doesn't know is that Nick's family home happens to look like a palace, that she'll ride in more private planes than cars, and that with one of Asia's most eligible bachelors on her arm, Rachel might as well have a target on her back. Initiated into a world of dynastic splendor beyond imagination, Rachel meets Astrid, the It Girl of Singapore society; Eddie, whose family practically lives in the pages of the Hong Kong socialite magazines; and Eleanor, Nick's formidable mother, a woman who has very strong feelings about who her son should--and should not--marry. Uproarious, addictive, and filled with jaw-dropping opulence, Crazy Rich Asians is an insider's look at the Asian JetSet; a perfect depiction of the clash between old money and new money; between Overseas Chinese and Mainland Chinese; and a fabulous novel about what it means to be young, in love, and gloriously, crazily rich. ...more",Fiction
Dark Places,£23.90,"FROM THE #1 NEW YORK TIMES BESTSELLING AUTHOR OF GONE GIRLLibby Day was seven when her mother and two sisters were murdered in “The Satan Sacrifice"" of Kinnakee, Kansas.” She survived—and famously testified that her fifteen-year-old brother, Ben, was the killer. Twenty-five years later, the Kill Club—a secret secret society obsessed with notorious crimes—locates Libby and FROM THE #1 NEW YORK TIMES BESTSELLING AUTHOR OF GONE GIRLLibby Day was seven when her mother and two sisters were murdered in “The Satan Sacrifice"" of Kinnakee, Kansas.” She survived—and famously testified that her fifteen-year-old brother, Ben, was the killer. Twenty-five years later, the Kill Club—a secret secret society obsessed with notorious crimes—locates Libby and pumps her for details. They hope to discover proof that may free Ben. Libby hopes to turn a profit off her tragic history: She’ll reconnect with the players from that night and report her findings to the club—for a fee. As Libby’s search takes her from shabby Missouri strip clubs to abandoned Oklahoma tourist towns, the unimaginable truth emerges, and Libby finds herself right back where she started—on the run from a killer. ...more",Default
Darkfever (Fever #1),£56.02,"When her sister is murdered, leaving a single clue to her death—a cryptic message on MacKayla Lane’s cell phone–Mac journeys to Ireland in search of answers. The quest to find her sister’s killer draws her into a shadowy realm where nothing is as it seems, where good and evil wear the same treacherously seductive mask. She is soon faced with an even greater challenge: stay When her sister is murdered, leaving a single clue to her death—a cryptic message on MacKayla Lane’s cell phone–Mac journeys to Ireland in search of answers. The quest to find her sister’s killer draws her into a shadowy realm where nothing is as it seems, where good and evil wear the same treacherously seductive mask. She is soon faced with an even greater challenge: staying alive long enough to learn how to handle a power she had no idea she possessed—a gift that allows her to see beyond the world of man, into the dangerous realm of the Fae. ...more",Fantasy
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",£17.81,"In his #1 bestselling books The Tipping Point, Blink, and Outliers, Malcolm Gladwell has explored the ways we understand and change our world. Now he looks at the complex and surprising ways the weak can defeat the strong, the small can match up against the giant, and how our goals (often culturally determined) can make a huge difference in our ultimate sense of success. D In his #1 bestselling books The Tipping Point, Blink, and Outliers, Malcolm Gladwell has explored the ways we understand and change our world. Now he looks at the complex and surprising ways the weak can defeat the strong, the small can match up against the giant, and how our goals (often culturally determined) can make a huge difference in our ultimate sense of success. Drawing upon examples from the world of business, sports, culture, cutting-edge psychology, and an array of unforgettable characters around the world, David and Goliath is in many ways the most practical and provocative book Malcolm Gladwell has ever written. ...more",Default
Dead Wake: The Last Crossing of the Lusitania,£39.24,"#1 New York Times BestsellerFrom thebestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the LusitaniaOn May 1, 1915, with WWI entering its tenth month, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passeng #1 New York Times BestsellerFrom the bestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the LusitaniaOn May 1, 1915, with WWI entering its tenth month, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passengers were surprisingly at ease, even though Germany had declared the seas around Britain to be a war zone. For months, German U-boats had brought terror to the North Atlantic. But the Lusitania was one of the era’s great transatlantic “Greyhounds”—the fastest liner then in service—and her captain, William Thomas Turner, placed tremendous faith in the gentlemanly strictures of warfare that for a century had kept civilian ships safe from attack. Germany, however, was determined to change the rules of the game, and Walther Schwieger, the captain of Unterseeboot-20, was happy to oblige. Meanwhile, an ultra-secret British intelligence unit tracked Schwieger’s U-boat, but told no one. As U-20 and the Lusitania made their way toward Liverpool, an array of forces both grand and achingly small—hubris, a chance fog, a closely guarded secret, and more—all converged to produce one of the great disasters of history. It is a story that many of us think we know but don’t, and Erik Larson tells it thrillingly, switching between hunter and hunted while painting a larger portrait of America at the height of the Progressive Era. Full of glamour and suspense, Dead Wake brings to life a cast of evocative characters, from famed Boston bookseller Charles Lauriat to pioneering female architect Theodate Pope to President Woodrow Wilson, a man lost to grief, dreading the widening war but also captivated by the prospect of new love.  Gripping and important, Dead Wake captures the sheer drama and emotional power of a disaster whose intimate details and true meaning have long been obscured by history. ...more",Default
Disrupted: My Misadventure in the Start-Up Bubble,£15.28,"INSTANT NEW YORK TIMES BESTSELLER ""Wildly entertaining ... Lyons has injected a dose of sanity into a world gone mad."" ---Ashlee Vance, New York Times-bestselling author of Elon MuskFor twenty-five years Dan Lyons was a magazine writer at the top of his profession--until one Friday morning when he received a phone call: Poof. His job no longer existed. ""I think they just w INSTANT NEW YORK TIMES BESTSELLER ""Wildly entertaining ... Lyons has injected a dose of sanity into a world gone mad."" ---Ashlee Vance, New York Times-bestselling author of Elon MuskFor twenty-five years Dan Lyons was a magazine writer at the top of his profession--until one Friday morning when he received a phone call: Poof. His job no longer existed. ""I think they just want to hire younger people,"" his boss at Newsweek told him. Fifty years old and with a wife and two young kids, Dan was, in a word, screwed. Then an idea hit. Dan had long reported on Silicon Valley and the tech explosion. Why not join it? HubSpot, a Boston start-up, was flush with $100 million in venture capital. They offered Dan a pile of stock options for the vague role of ""marketing fellow."" What could go wrong? HubSpotters were true believers: They were making the world a better place ... by selling email spam. The office vibe was frat house meets cult compound: The party began at four thirty on Friday and lasted well into the night; ""shower pods"" became hook-up dens; a push-up club met at noon in the lobby, while nearby, in the ""content factory,"" Nerf gun fights raged. Groups went on ""walking meetings,"" and Dan's absentee boss sent cryptic emails about employees who had ""graduated"" (read: been fired). In the middle of all this was Dan, exactly twice the age of the average HubSpot employee, and literally old enough to be the father of most of his co-workers, sitting at his desk on his bouncy-ball ""chair.""Mixed in with Lyons's uproarious tale of his rise and fall at Hubspot is a trenchant analysis of the start-up world, a de facto conspiracy between those who start companies and those who fund them, a world where bad ideas are rewarded with hefty investments, where companies blow money lavishing perks on their post-collegiate workforces, and where everybody is trying to hang on just long enough to reach an IPO and cash out. With a cast of characters that includes devilish angel investors, fad-chasing venture capitalists, entrepreneurs and ""wantrapreneurs,"" bloggers and brogrammers, social climbers and sociopaths, Disrupted is a gripping and definitive account of life in the (second) tech bubble. ...more",Nonfiction
Do Androids Dream of Electric Sheep? (Blade Runner #1),£51.48,"By 2021, the World War has killed millions, driving entire species into extinction and sending mankind off-planet. Those who remain covet any living creature, and for people who can't afford one, companies have built incredibly realistic simulacrae: horses, birds, cats, sheep. They've even built humans.Emigrées to Mars receive androids so sophisticated it's impossible to t By 2021, the World War has killed millions, driving entire species into extinction and sending mankind off-planet. Those who remain covet any living creature, and for people who can't afford one, companies have built incredibly realistic simulacrae: horses, birds, cats, sheep. They've even built humans.Emigrées to Mars receive androids so sophisticated it's impossible to tell them from true men or women. Fearful of the havoc these artificial humans could wreak, the government bans them from Earth, but when androids don't want to be identified, they just blend in. Rick Deckard is an officially sanctioned bounty hunter whose job is to find rogue androids and retire them, but cornered, androids tend to fight back--with deadly results. ...more",Science Fiction
Dracula,£52.62,"A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early revi A rich selection of background and source materials is provided in three areas: Contexts includes probable inspirations for Dracula in the earlier works of James Malcolm Rymer and Emily Gerard. Also included are a discussion of Stoker's working notes for the novel and ""Dracula's Guest,"" the original opening chapter to Dracula. Reviews and Reactions reprints five early reviews of the novel. ""Dramatic and Film Variations"" focuses on theater and film adaptations of Dracula, two indications of the novel's unwavering appeal. David J. Skal, Gregory A. Waller, and Nina Auerbach offer their varied perspectives. Checklists of both dramatic and film adaptations are included.Criticism collects seven theoretical interpretations of Dracula by Phyllis A. Roth, Carol A. Senf, Franco Moretti, Christopher Craft, Bram Dijsktra, Stephen D. Arata, and Talia Schaffer.A Chronology and a Selected Bibliography are included. ...more",Default
Dune (Dune #1),£54.86,"Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino, Dune tells the story of young Paul Atreides (the heir apparent to Duke Leto Atreides and heir of House Atreides) as he and his family accept control of the desert planet Arrakis, the only source o Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino, Dune tells the story of young Paul Atreides (the heir apparent to Duke Leto Atreides and heir of House Atreides) as he and his family accept control of the desert planet Arrakis, the only source of the 'spice' melange, the most important and valuable substance in the cosmos. The story explores the complex, multi-layered interactions of politics, religion, ecology, technology, and human emotion as the forces of the empire confront each other for control of Arrakis.Published in 1965, it won the Hugo Award in 1966 and the inaugural Nebula Award for Best Novel. Dune is frequently cited as the world's best-selling sf novel. ...more",Science Fiction
Eclipse (Twilight #3),£18.74,"""BELLA?""Edward's soft voice came from behind me. I turned to see him spring lightly up the porch steps, his hair windblown from running. He pulled me into his arms at once, just like he had in the parking lot, and kissed me again.This kiss frightened me. There was too much tension, too strong an edge to the way his lips crushed mine - like he was afraid we had only so much ""BELLA?""Edward's soft voice came from behind me. I turned to see him spring lightly up the porch steps, his hair windblown from running. He pulled me into his arms at once, just like he had in the parking lot, and kissed me again.This kiss frightened me. There was too much tension, too strong an edge to the way his lips crushed mine - like he was afraid we had only so much time left to us.--As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob - knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella has one more decision to make: life or death. But which is which?Readers captivated by Twilight and New Moon will eagerly devour Eclipse, the much-anticipated third book in Stephenie Meyer's riveting vampire love saga. ...more",Default
Eragon (The Inheritance Cycle #1),£43.87,"One boy. One dragon. A world of adventure.When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon realizes he has stumbled upon a legacy nearly as old as the Empire itself.Overnight his simple life is shattered, and One boy. One dragon. A world of adventure.When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon realizes he has stumbled upon a legacy nearly as old as the Empire itself.Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds.Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands. ...more",Fantasy
Extreme Prey (Lucas Davenport #26),£25.40,"The extraordinary new Lucas Davenport thriller from #1New York Times–bestselling author and Pulitzer Prize winner John Sandford. After the events in Gathering Prey, Lucas Davenport finds himself in a very unusual situation—no longer employed by the Minnesota BCA. His friend the governor is just cranking up a presidential campaign, though, and he invites Lucas to come alon The extraordinary new Lucas Davenport thriller from #1 New York Times–bestselling author and Pulitzer Prize winner John Sandford.   After the events in Gathering Prey, Lucas Davenport finds himself in a very unusual situation—no longer employed by the Minnesota BCA. His friend the governor is just cranking up a presidential campaign, though, and he invites Lucas to come along as part of his campaign staff. “Should be fun!” he says, and it kind of is—until they find they have a shadow: an armed man intent on killing the governor . . . and anyone who gets in the way. ...more",Mystery
Fellside,£38.62,The unmissable and highly anticipated new literary thriller from the author of the international phenomenon The Girl With All the Gifts. Fellside is a maximum security prison on the edge of the Yorkshire Moors. It's not the kind of place you'd want to end up. But it's where Jess Moulson could be spending the rest of her life. It's a place where even the walls whisper. And The unmissable and highly anticipated new literary thriller from the author of the international phenomenon The Girl With All the Gifts. Fellside is a maximum security prison on the edge of the Yorkshire Moors. It's not the kind of place you'd want to end up. But it's where Jess Moulson could be spending the rest of her life. It's a place where even the walls whisper. And one voice belongs to a little boy with a message for Jess.Will she listen? ...more,Default
Fifty Shades Freed (Fifty Shades #3),£15.36,"When unworldly student Anastasia Steele first encountered the driven and dazzling young entrepreneur Christian Grey it sparked a sensual affair that changed both of their lives irrevocably. Shocked, intrigued, and, ultimately, repelled by Christian’s singular erotic tastes, Ana demands a deeper commitment. Determined to keep her, Christian agrees.Now, Ana and Christian hav When unworldly student Anastasia Steele first encountered the driven and dazzling young entrepreneur Christian Grey it sparked a sensual affair that changed both of their lives irrevocably. Shocked, intrigued, and, ultimately, repelled by Christian’s singular erotic tastes, Ana demands a deeper commitment. Determined to keep her, Christian agrees.Now, Ana and Christian have it all—love, passion, intimacy, wealth, and a world of possibilities for their future. But Ana knows that loving her Fifty Shades will not be easy, and that being together will pose challenges that neither of them would anticipate. Ana must somehow learn to share Christian’s opulent lifestyle without sacrificing her own identity. And Christian must overcome his compulsion to control as he wrestles with the demons of a tormented past.Just when it seems that their strength together will eclipse any obstacle, misfortune, malice, and fate conspire to make Ana’s deepest fears turn to reality.This book is intended for mature audiences. ...more",Adult Fiction
Fire Bound (Sea Haven/Sisters of the Heart #5),£21.28,"The #1 New York Times bestselling author of the Sea Haven novels returns to the circle of the six sisters of the heart, bound by the elements—and to one who possesses the power to inflame the most dangerous passions of all.Flame-haired Lissa Piner is a skilled glass blower whose delicate gift conceals a burning inner strength that can destroy as exquisitely as it can creat The #1 New York Times bestselling author of the Sea Haven novels returns to the circle of the six sisters of the heart, bound by the elements—and to one who possesses the power to inflame the most dangerous passions of all. Flame-haired Lissa Piner is a skilled glass blower whose delicate gift conceals a burning inner strength that can destroy as exquisitely as it can create. Commissioned to design chandeliers for a string of luxury hotels, her remarkable skills have taken her to Italy. But Lissa’s real mission there is a secret. For her entire life has been a lie, leading to a chance to avenge a terrible wrong.   Enlisted as her bodyguard is Casmir Prakenskii, a trained assassin living off the grid. In Lissa, he sees a kindred spirit—something unexpected and wicked, mysterious and sensual. But more than desire is about to bring them together: because both of their pasts cry out for revenge. And for two people with this many secrets, this much passion, and this many enemies, someone is bound to get burned. ...more",Add a comment
"Friday Night Lights: A Town, a Team, and a Dream",£51.22,"Return once again to the enduring account of life in the Mojo lane, to the Permian Panthers of Odessa -- the winningest high school football team in Texas history. Odessa is not known to be a town big on dreams, but the Panthers help keep the hopes and dreams of this small, dusty town going. Socially and racially divided, its fragile economy follows the treacherous boom-bu Return once again to the enduring account of life in the Mojo lane, to the Permian Panthers of Odessa -- the winningest high school football team in Texas history. Odessa is not known to be a town big on dreams, but the Panthers help keep the hopes and dreams of this small, dusty town going. Socially and racially divided, its fragile economy follows the treacherous boom-bust path of the oil business.In bad times, the unemployment rate barrels out of control; in good times, its murder rate skyrockets. But every Friday night from September to December, when the Permian High School Panthers play football, this West Texas town becomes a place where dreams can come true. With frankness and compassion, Bissinger chronicles one of the Panthers' dramatic seasons and shows how single-minded devotion to the team shapes the community and inspires-and sometimes shatters-the teenagers who wear the Panthers' uniforms. Includes Reader's Group Guide inside.Now a major motion picture starring Billy Bob Thorton. ...more",Sports and Games
"Fruits Basket, Vol. 3 (Fruits Basket #3)",£45.17,"A family with an ancient curse...And the girl who will change their lives forever...It's Valentines Day and you know what that means - lots of chocolates for the cutest boys at school! In this case, it's a pretty close tie between hot-headed Kyo Sohma and ""Prince Charming"" Yuki Sohma. Of course the kind-hearted Tohru, guest of the Sohma family, has chocolates for everyone! A family with an ancient curse...And the girl who will change their lives forever...It's Valentines Day and you know what that means - lots of chocolates for the cutest boys at school! In this case, it's a pretty close tie between hot-headed Kyo Sohma and ""Prince Charming"" Yuki Sohma. Of course the kind-hearted Tohru, guest of the Sohma family, has chocolates for everyone! But when White Day comes around, what will the Sohma family give her in return? ...more",Sequential Art
Girl in the Blue Coat,£46.83,"Amsterdam, 1943. Hanneke spends her days finding and delivering sought-after black market goods to paying customers, nights hiding the true nature of her work from her concerned parents, and every waking moment mourning her boyfriend, who was killed on the Dutch front lines when the German army invaded. Her illegal work keeps her family afloat, and Hanneke also likes to th Amsterdam, 1943. Hanneke spends her days finding and delivering sought-after black market goods to paying customers, nights hiding the true nature of her work from her concerned parents, and every waking moment mourning her boyfriend, who was killed on the Dutch front lines when the German army invaded. Her illegal work keeps her family afloat, and Hanneke also likes to think of it as a small act of rebellion against the Nazis.On a routine delivery, a client asks Hanneke for help. Expecting to hear that Mrs. Janssen wants meat or kerosene, Hanneke is shocked by the older woman’s frantic plea to find a person: a Jewish teenager Mrs. Janssen had been hiding, who has vanished without a trace from a secret room. Hanneke initially wants nothing to do with such a dangerous task but is ultimately drawn into a web of mysteries and stunning revelations—where the only way out is through.Beautifully written, intricately plotted, and meticulously researched, Girl in the Blue Coat is an extraordinary, unforgettable story of bravery, grief, and love in impossible times. ...more",Historical Fiction
Gone Girl,£37.60,"On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's dia On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy daydreams about the slope and shape of his wife’s head, but passages from Amy's diary reveal the alpha-girl perfectionist could have put anyone dangerously on edge. Under mounting pressure from the police and the media—as well as Amy’s fiercely doting parents—the town golden boy parades an endless series of lies, deceits, and inappropriate behavior. Nick is oddly evasive, and he’s definitely bitter—but is he really a killer?  ...more",Default
Gratitude,£26.66,"A deeply moving testimony and celebration of how to embrace life.In January 2015, Oliver Sacks was diagnosed with a recurrence of cancer, and he shared this news in a New York Times essay that inspired readers all over the world: ""I cannot pretend I am without fear. But my predominant feeling is one of gratitude.... Above all, I have been a sentient being, a thinking anima A deeply moving testimony and celebration of how to embrace life.In January 2015, Oliver Sacks was diagnosed with a recurrence of cancer, and he shared this news in a New York Times essay that inspired readers all over the world: ""I cannot pretend I am without fear. But my predominant feeling is one of gratitude.... Above all, I have been a sentient being, a thinking animal, on this beautiful planet, and that in itself has been an enormous privilege and adventure.""Gratitude consists of four essays that originally appeared in The New York Times, accompanied by a foreword that describes the occasion of each chapter. The foreword is written by Billy Hayes, Oliver Sacks's partner, and Kate Edgar, his long time collaborator. ...more",Nonfiction
